comparison_id,comparison_scope,run_group,stage,family,case_id,baseline_layer,treatment_layer,baseline_source_path,treatment_source_path,match_status,quality_comparable_numerator,quality_comparable_denominator,baseline_quality_pass,treatment_quality_pass,baseline_prompt_visible_bytes,treatment_prompt_visible_bytes,prompt_visible_bytes_delta,prompt_visible_bytes_reduction_ratio,baseline_prompt_tokens,treatment_prompt_tokens,prompt_tokens_delta,prompt_tokens_reduction_ratio,baseline_total_tokens,treatment_total_tokens,total_tokens_delta,total_tokens_reduction_ratio,baseline_wall_time_ms,treatment_wall_time_ms,wall_time_ms_delta,baseline_state_ref_count,treatment_state_ref_count,claim_boundary
p0_formal_benchmark-sample-7_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-7,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-7/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/benchmark-sample-7/logs/task_metrics.json,matched_case_family,1,1,True,True,1682.0,937.0,-745.0,0.44292508917954815,1670.0,1498.0,-172.0,0.1029940119760479,2151.0,1940.0,-211.0,0.09809390980939098,32572.024469999997,30041.677806999996,-2530.3466630000003,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-8_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-8,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-8/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/benchmark-sample-8/logs/task_metrics.json,matched_case_family,1,1,True,True,1723.0,1723.0,0.0,-0.0,1666.0,1717.0,51.0,-0.030612244897959183,2158.0,2167.0,9.0,-0.004170528266913809,33335.761791,30637.640465999997,-2698.121325,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-8_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-8,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-8/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/benchmark-sample-8/logs/task_metrics.json,matched_case_family,1,1,True,True,1723.0,949.0,-774.0,0.4492164828786999,1666.0,1510.0,-156.0,0.0936374549819928,2158.0,1973.0,-185.0,0.08572752548656164,33335.761791,31293.230557000003,-2042.5312339999946,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-8_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-8,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-8/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/benchmark-sample-8/logs/task_metrics.json,matched_case_family,1,1,True,True,1723.0,949.0,-774.0,0.4492164828786999,1666.0,1510.0,-156.0,0.0936374549819928,2158.0,1973.0,-185.0,0.08572752548656164,33335.761791,31576.025426,-1759.736364999997,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p1_flagship_fixed-answer-auth-001_L0_to_L1,P1 flagship ladder,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-auth-001,L0,L1,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L0/fixed-answer-auth-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L1/fixed-answer-auth-001/logs/task_metrics.json,matched_case_family,1,1,True,True,1691.0,1691.0,0.0,-0.0,1674.0,2223.0,549.0,-0.3279569892473118,2150.0,3797.0,1647.0,-0.7660465116279069,69329.857095,130086.924587,60757.067492,0.0,0.0,same recorded case/layer rows; no single-variable carrier causal conclusion
p1_flagship_fixed-answer-auth-001_L0_to_L2,P1 flagship ladder,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-auth-001,L0,L2,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L0/fixed-answer-auth-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L2/fixed-answer-auth-001/logs/task_metrics.json,matched_case_family,1,1,True,True,1691.0,899.0,-792.0,0.4683619160260201,1674.0,1542.0,-132.0,0.07885304659498207,2150.0,2000.0,-150.0,0.06976744186046512,69329.857095,53852.21436900001,-15477.642725999991,0.0,1.0,same recorded case/layer rows; no single-variable carrier causal conclusion
p1_flagship_fixed-answer-auth-001_L0_to_L3,P1 flagship ladder,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-auth-001,L0,L3,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L0/fixed-answer-auth-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L3/fixed-answer-auth-001/logs/task_metrics.json,matched_case_family,1,1,True,True,1691.0,899.0,-792.0,0.4683619160260201,1674.0,1542.0,-132.0,0.07885304659498207,2150.0,2000.0,-150.0,0.06976744186046512,69329.857095,53254.193401,-16075.663694000003,0.0,1.0,same recorded case/layer rows; no single-variable carrier causal conclusion
p1_flagship_fixed-answer-auth-001_L2_to_T2,P1 L2 versus text-same-semantic-selection,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-auth-001,L2,T2,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L2/fixed-answer-auth-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-text-semantic-selection/fixed-answer-auth-001/logs/task_metrics.json,matched_case_family,1,1,True,True,899.0,893.0,-6.0,0.006674082313681869,1542.0,1476.0,-66.0,0.042801556420233464,2000.0,1952.0,-48.0,0.024,53852.21436900001,62409.068873,8556.854503999988,1.0,0.0,T2 retains the semantic base layer but switches the Stage 17 control lane to text; this is the closest recorded non-text StateRef comparison and remains lane-specific
p1_flagship_fixed-answer-cache-001_L0_to_L1,P1 flagship ladder,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-cache-001,L0,L1,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L0/fixed-answer-cache-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L1/fixed-answer-cache-001/logs/task_metrics.json,matched_case_family,1,1,True,True,1688.0,1688.0,0.0,-0.0,1700.0,1760.0,60.0,-0.03529411764705882,2159.0,2214.0,55.0,-0.025474756831866605,58586.603102,60340.770687,1754.1675849999956,0.0,0.0,same recorded case/layer rows; no single-variable carrier causal conclusion
p1_flagship_fixed-answer-cache-001_L0_to_L2,P1 flagship ladder,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-cache-001,L0,L2,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L0/fixed-answer-cache-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L2/fixed-answer-cache-001/logs/task_metrics.json,matched_case_family,1,1,True,True,1688.0,865.0,-823.0,0.48755924170616116,1700.0,1990.0,290.0,-0.17058823529411765,2159.0,3497.0,1338.0,-0.619731357109773,58586.603102,132767.49962,74180.896518,0.0,1.0,same recorded case/layer rows; no single-variable carrier causal conclusion
p1_flagship_fixed-answer-cache-001_L0_to_L3,P1 flagship ladder,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-cache-001,L0,L3,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L0/fixed-answer-cache-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L3/fixed-answer-cache-001/logs/task_metrics.json,matched_case_family,1,1,True,True,1688.0,865.0,-823.0,0.48755924170616116,1700.0,1554.0,-146.0,0.08588235294117647,2159.0,1994.0,-165.0,0.07642427049559981,58586.603102,51339.658998,-7246.944104000002,0.0,1.0,same recorded case/layer rows; no single-variable carrier causal conclusion
p1_flagship_fixed-answer-cache-001_L2_to_T2,P1 L2 versus text-same-semantic-selection,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-cache-001,L2,T2,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L2/fixed-answer-cache-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-text-semantic-selection/fixed-answer-cache-001/logs/task_metrics.json,matched_case_family,1,1,True,True,865.0,859.0,-6.0,0.006936416184971098,1990.0,1491.0,-499.0,0.2507537688442211,3497.0,1945.0,-1552.0,0.44380897912496425,132767.49962,53947.35221099999,-78820.147409,1.0,0.0,T2 retains the semantic base layer but switches the Stage 17 control lane to text; this is the closest recorded non-text StateRef comparison and remains lane-specific
p1_flagship_fixed-answer-worker-001_L0_to_L1,P1 flagship ladder,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-worker-001,L0,L1,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L0/fixed-answer-worker-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L1/fixed-answer-worker-001/logs/task_metrics.json,matched_case_family,1,1,True,True,1618.0,1618.0,0.0,-0.0,1670.0,1730.0,60.0,-0.03592814371257485,2146.0,2185.0,39.0,-0.018173345759552657,58979.740544,58703.636912999995,-276.1036310000054,0.0,0.0,same recorded case/layer rows; no single-variable carrier causal conclusion
p1_flagship_fixed-answer-worker-001_L0_to_L2,P1 flagship ladder,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-worker-001,L0,L2,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L0/fixed-answer-worker-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L2/fixed-answer-worker-001/logs/task_metrics.json,matched_case_family,1,1,True,True,1618.0,830.0,-788.0,0.48702101359703337,1670.0,1533.0,-137.0,0.08203592814371258,2146.0,1961.0,-185.0,0.08620689655172414,58979.740544,53834.01164,-5145.728904000003,0.0,1.0,same recorded case/layer rows; no single-variable carrier causal conclusion
p1_flagship_fixed-answer-worker-001_L0_to_L3,P1 flagship ladder,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-worker-001,L0,L3,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L0/fixed-answer-worker-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L3/fixed-answer-worker-001/logs/task_metrics.json,matched_case_family,1,1,True,True,1618.0,830.0,-788.0,0.48702101359703337,1670.0,1533.0,-137.0,0.08203592814371258,2146.0,1961.0,-185.0,0.08620689655172414,58979.740544,56794.292659,-2185.4478850000014,0.0,1.0,same recorded case/layer rows; no single-variable carrier causal conclusion
p1_flagship_fixed-answer-worker-001_L2_to_T2,P1 L2 versus text-same-semantic-selection,p1_extension,17_flagship_refresh,financial_report_analysis,fixed-answer-worker-001,L2,T2,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-ladder/L2/fixed-answer-worker-001/logs/task_metrics.json,/home/qcrs/statebus/runs/post_full_p1_qwen3_repaired_20260715_083121/stages/17_flagship_refresh/workspaces/flagship-ablation/fixed-text-semantic-selection/fixed-answer-worker-001/logs/task_metrics.json,matched_case_family,1,1,True,True,830.0,830.0,0.0,-0.0,1533.0,1474.0,-59.0,0.038486627527723416,1961.0,1938.0,-23.0,0.011728709841917389,53834.01164,59600.511633,5766.499993000005,1.0,0.0,T2 retains the semantic base layer but switches the Stage 17 control lane to text; this is the closest recorded non-text StateRef comparison and remains lane-specific
